# GXMame 0.7@@@@@@|NOID|NOCRC|x|2||No Genre|region-unknown||dev-unknown|No Rating|media-unknown|input-unknown|
goldnaxu@@goldnaxe@@goldnaxe@@Golden Axe (set 5, US, FD1094 317-0122)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
goldnaxj@@goldnaxe@@goldnaxe@@Golden Axe (set 4, Japan, FD1094 317-0121)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
goldnax3@@goldnaxe@@goldnaxe@@Golden Axe (set 3, World, FD1094 317-0120)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
goldnax2@@goldnaxe@@goldnaxe@@Golden Axe (set 2, US, 8751 317-0112)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
goldnax1@@goldnaxe@@goldnaxe@@Golden Axe (set 1, World, FD1094 317-0110)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
hwchamp@@-@@-@@Heavyweight Champ|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
mvp@@-@@-@@MVP (set 2, US, FD1094 317-0143)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
mvpj@@mvp@@mvp@@MVP (set 1, Japan, FD1094 317-0142)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
passsht@@-@@-@@Passing Shot (World, 2 Players, FD1094 317-0080)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
passshta@@passsht@@passsht@@Passing Shot (World, 4 Players, FD1094 317-0074)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
passshtj@@passsht@@passsht@@Passing Shot (Japan, 4 Players, FD1094 317-0070)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
riotcity@@-@@-@@Riot City (Japan)|NOID|NOCRC|x|0|1991|No Genre|region-unknown|Sega / Westone|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
ryukyu@@-@@-@@RyuKyu (Japan, FD1094 317-5023)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Success / Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
sdib@@sdi@@sdi@@SDI - Strategic Defense Initiative (System 16B, FD1089A 317-0028)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
sdibl@@sdi@@sdi@@SDI - Strategic Defense Initiative (bootleg)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
defense@@sdi@@sdi@@Defense (System 16B, FD1089A 317-0028)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
shinobi4@@shinobi@@shinobi@@Shinobi (set 4, System 16B, unprotected)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
shinobi3@@shinobi@@shinobi@@Shinobi (set 3, System 16B, unprotected)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
shinobi2@@shinobi@@shinobi@@Shinobi (set 2, System 16B, FD1094 317-0049)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
sonicbom@@-@@-@@Sonic Boom (FD1094 317-0053)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
sjryuko@@-@@-@@Sukeban Jansi Ryuko (set 2, System 16B, FD1089B 317-5021)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|White Board|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
suprleag@@-@@-@@Super League (FD1094 317-0045?)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
tetris2@@tetris@@tetris@@Tetris (set 2, Japan, System 16B, FD1094 317-0092)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
tetris1@@tetris@@tetris@@Tetris (set 1, Japan, System 16B, FD1094 317-0091)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
timescan@@-@@-@@Time Scanner (set 2, System 16B)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
toryumon@@-@@-@@Toryumon|NOID|NOCRC|x|0|1994|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
tturf@@-@@-@@Tough Turf (set 2, Japan, 8751 317-0104)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega / Sunsoft|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
tturfu@@tturf@@tturf@@Tough Turf (set 1, US, 8751 317-0099)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega / Sunsoft|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
wb3@@-@@-@@Wonder Boy III - Monster Lair (set 5, World, System 16B, 8751 317-0098)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega / Westone|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
wb34@@wb3@@wb3@@Wonder Boy III - Monster Lair (set 4, Japan, System 16B, FD1094 317-0087)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega / Westone|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
wb33@@wb3@@wb3@@Wonder Boy III - Monster Lair (set 3, World, System 16B, FD1094 317-0089)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega / Westone|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
wb32@@wb3@@wb3@@Wonder Boy III - Monster Lair (set 2, Japan, System 16B, FD1094 317-0085)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega / Westone|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
wrestwar@@-@@-@@Wrestle War (set 3, World, 8751 317-0103)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
wrestwa2@@wrestwar@@wrestwar@@Wrestle War (set 2, World, FD1094 317-0102)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
wrestwa1@@wrestwar@@wrestwar@@Wrestle War (set 1, Japan, FD1094 317-0090)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
atomicp@@-@@-@@Atomic Point (Korea)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Philko|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
snapper@@-@@-@@Snapper (Korea)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Philko|dev-unknown|No Rating|media-unknown|input-unknown|segas16b
bayrtbl1@@bayroute@@bayroute@@Bay Route (bootleg set 1)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system16
bayrtbl2@@bayroute@@bayroute@@Bay Route (bootleg set 2)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system16
dduxbl@@ddux@@ddux@@Dynamite Dux (bootleg)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system16
eswatbl@@eswat@@eswat@@E-Swat - Cyber Police (bootleg)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system16
fpointbl@@fpoint@@fpoint@@Flash Point (World, bootleg)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system16
fpointbj@@fpoint@@fpoint@@Flash Point (Japan, bootleg)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system16
goldnabl@@goldnaxe@@goldnaxe@@Golden Axe (bootleg)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system16
passht4b@@passsht@@passsht@@Passing Shot (4 Players) (bootleg)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system16
passshtb@@passsht@@passsht@@Passing Shot (2 Players) (bootleg)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system16
shinobl@@shinobi@@shinobi@@Shinobi (bootleg)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system16
tetrisbl@@tetris@@tetris@@Tetris (bootleg)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system16
tturfbl@@tturf@@tturf@@Tough Turf (bootleg)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system16
wb3bbl@@wb3@@wb3@@Wonder Boy III - Monster Lair (bootleg)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system16
astorm@@-@@-@@Alien Storm (set 4, 2 Players, FD1094 317-?)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
astorm3@@astorm@@astorm@@Alien Storm (set 3, World, 3 Players, FD1094 317-0148)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
astormu@@astorm@@astorm@@Alien Storm (set 2, US, 3 Players, FD1094 317-0147)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
astormj@@astorm@@astorm@@Alien Storm (set 1, Japan, 2 Players, FD1094 317-0146)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
bloxeed@@-@@-@@Bloxeed (Japan, FD1094 317-0139)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
shdancer@@-@@-@@Shadow Dancer (set 3, US)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
shdancej@@shdancer@@shdancer@@Shadow Dancer (set 2, Japan)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
shdance1@@shdancer@@shdancer@@Shadow Dancer (set 1)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
ddcrew@@-@@-@@D. D. Crew (set 4, World, 3 Player, FD1094 317-0190)|NOID|NOCRC|x|0|1991|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
ddcrewu@@ddcrew@@ddcrew@@D. D. Crew (set 3, US, 4 Player, FD1094 317-0186)|NOID|NOCRC|x|0|1991|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
ddcrew2@@ddcrew@@ddcrew@@D. D. Crew (set 2, World, 2 Player, FD1094 317-0184)|NOID|NOCRC|x|0|1991|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
ddcrew1@@ddcrew@@ddcrew@@D. D. Crew (set 1, World, 4 Player, FD1094 317-?)|NOID|NOCRC|x|0|1991|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
ddcrewj@@ddcrew@@ddcrew@@D. D. Crew (set 5, Japan, 2 Player, FD1094 317-0182)|NOID|NOCRC|x|0|1991|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
cltchitr@@-@@-@@Clutch Hitter (set 2, US, FD1094 317-0176)|NOID|NOCRC|x|0|1991|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
cltchtrj@@cltchitr@@cltchitr@@Clutch Hitter (set 1, Japan, FD1094 317-0175)|NOID|NOCRC|x|0|1991|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
desertbr@@-@@-@@Desert Breaker (FD1094 317-0196)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
mwalk@@-@@-@@Michael Jackson's Moonwalker (set 3, World, FD1094/8751 317-0159)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
mwalku@@mwalk@@mwalk@@Michael Jackson's Moonwalker (set 2, US, FD1094/8751 317-0158)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
mwalkj@@mwalk@@mwalk@@Michael Jackson's Moonwalker (set 1, Japan, FD1094/8751 317-0157)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
pontoon@@-@@-@@Pontoon|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
lghost@@-@@-@@Laser Ghost (set 2, World, 317-0166)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
lghostu@@lghost@@lghost@@Laser Ghost (set 1, US, 317-0165)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
wwallyj@@-@@-@@Wally wo Sagase! (rev B, Japan, FD1094 317-0197B)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
wwallyja@@wwallyj@@wwallyj@@Wally wo Sagase! (rev A, Japan, FD1094 317-0197A)|NOID|NOCRC|x|0|1992|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segas18
astormbl@@astorm@@astorm@@Alien Storm (bootleg)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system18
shdancbl@@shdancer@@shdancer@@Shadow Dancer (bootleg)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system18
mwalkbl@@mwalk@@mwalk@@Michael Jackson's Moonwalker (bootleg)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|system18
outrun@@-@@-@@Out Run (set 3)|NOID|NOCRC|x|0|1986|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaorun
outrun2@@outrun@@outrun@@Out Run (set 2)|NOID|NOCRC|x|0|1986|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaorun
outrun1@@outrun@@outrun@@Out Run (set 1, Deluxe?)|NOID|NOCRC|x|0|1986|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaorun
outrunb@@outrun@@outrun@@Out Run (bootleg)|NOID|NOCRC|x|0|1986|No Genre|region-unknown|bootleg|dev-unknown|No Rating|media-unknown|input-unknown|segaorun
toutrun@@-@@-@@Turbo Out Run (set 3, upgrade kit, FD1094 317-0118)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaorun
toutrun2@@toutrun@@toutrun@@Turbo Out Run (set 2, upright, FD1094 317-unknown)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaorun
toutrun1@@toutrun@@toutrun@@Turbo Out Run (set 1, FD1094 317-unknown)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaorun
shangon@@-@@-@@Super Hang-On (set 4, 68000)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaorun
shangon3@@shangon@@shangon@@Super Hang-On (set 3, FD1089B 317-0034)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaorun
shangon2@@shangon@@shangon@@Super Hang-On (set 2, FD1089B 317-0034)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaorun
shangon1@@shangon@@shangon@@Super Hang-On (set 1, FD1089B 317-0034)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaorun
shangnle@@shangon@@shangon@@Limited Edition Hang-On|NOID|NOCRC|x|0|1991|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaorun
aburner@@aburner2@@aburner2@@After Burner (Japan)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
aburner2@@-@@-@@After Burner II|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
thndrbld@@-@@-@@Thunder Blade (FD1094 317-0056)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
thndrbdj@@thndrbld@@thndrbld@@Thunder Blade (Japan)|NOID|NOCRC|x|0|1987|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
loffire@@-@@-@@Line of Fire / Bakudan Yarou (World, FD1094 317-0136)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
loffireu@@loffire@@loffire@@Line of Fire / Bakudan Yarou (US, FD1094 317-0135)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
loffirej@@loffire@@loffire@@Line of Fire / Bakudan Yarou (Japan, FD1094 317-0134)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
rachero@@-@@-@@Racing Hero (FD1094 317-0144)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
abcop@@-@@-@@A.B. Cop (FD1094 317-0169b)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
gprider@@-@@-@@GP Rider (set 2, FD1094 317-0163)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
gprider1@@gprider@@gprider@@GP Rider (set 1, US, FD1094 317-0162)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
smgp@@-@@-@@Super Monaco GP (set 8, World, Rev B, 'Twin', FD1094 317-0126a)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
smgp6@@smgp@@smgp@@Super Monaco GP (set 7, World, Rev A, FD1094 317-0126a)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
smgp5@@smgp@@smgp@@Super Monaco GP (set 6, World, 'Air Drive Cabinet', FD1094 317-0126)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
smgpu@@smgp@@smgp@@Super Monaco GP (set 5, US, Rev C, FD1094 317-0125a)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
smgpu3@@smgp@@smgp@@Super Monaco GP (set 2, US, FD1094 317-0125a)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
smgpu2@@smgp@@smgp@@Super Monaco GP (set 3, US, Rev A, FD1094 317-0125a)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
smgpu1@@smgp@@smgp@@Super Monaco GP (set 4, US, Rev B, FD1094 317-0125a)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
smgpj@@smgp@@smgp@@Super Monaco GP (set 1, Japan, Rev B, FD1094 317-0124a)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaxbd
gforce2@@-@@-@@Galaxy Force 2|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaybd
gforce2j@@gforce2@@gforce2@@Galaxy Force 2 (Japan)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaybd
gloc@@-@@-@@G-LOC Air Battle (US)|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaybd
glocr360@@gloc@@gloc@@G-LOC R360|NOID|NOCRC|x|0|1990|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaybd
strkfgtr@@-@@-@@Strike Fighter (Japan)|NOID|NOCRC|x|0|1991|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaybd
pdrift@@-@@-@@Power Drift (World Set 1)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaybd
pdrifta@@pdrift@@pdrift@@Power Drift (World Set 2)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaybd
pdriftj@@pdrift@@pdrift@@Power Drift (Japan)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaybd
rchase@@-@@-@@Rail Chase (Japan)|NOID|NOCRC|x|0|1991|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|segaybd
hotrod@@-@@-@@Hot Rod (World, 3 Players, Turbo set 1)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|system24
hotroda@@hotrod@@hotrod@@Hot Rod (World, 3 Players, Turbo set 2)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|system24
hotrodj@@hotrod@@hotrod@@Hot Rod (Japan, 4 Players)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|system24
sspirits@@-@@-@@Scramble Spirits|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|system24
sspiritj@@sspirits@@sspirits@@Scramble Spirits (Japan, Floppy DS3-5000-02-REV-A)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|system24
sspirtfc@@sspirits@@sspirits@@Scramble Spirits (FD1094 317-0058-02c)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|system24
gground@@-@@-@@Gain Ground (FD1094 317-0058-03?)|NOID|NOCRC|x|0|1988|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|system24
crkdown@@-@@-@@Crack Down (US, FD1094 317-0058-04d)|NOID|NOCRC|x|0|1989|No Genre|region-unknown|Sega|dev-unknown|No Rating|media-unknown|input-unknown|system24
